ticker,company_name,sector,industry,fiscal_year_end,COGS_to_Revenue,Gross_Margin,SGA_to_Revenue,Net_Margin,Cash_to_Assets,Receivables_to_Assets,Inventory_to_Assets,PPE_to_Assets,Debt_to_Assets,Equity_to_Assets
NOW,ServiceNow Inc,Technology,Application Software,2023-12-31,0.21413443317355924,0.7858655668264407,0.46416230074685094,0.19295507747185375,0.10910450336458273,0.11709898199804451,0.06208107489121307,0.11922700868464946,0.1313625122217749,0.4387185828492552
NOW,ServiceNow Inc,Technology,Application Software,2022-12-31,0.2171152518978606,0.7828847481021394,0.48985507246376814,0.04485852311939269,0.11053462666365892,0.12970900067674263,0.06208107489121307,0.1304609369125498,0.16783216783216784,0.3783743138581848
INTU,Intuit Inc,Technology,Application Software,2025-07-31,0.20434390101428496,0.7956560989857151,0.35239764218575753,0.2054590834262652,0.07803452567779642,0.2451160777098328,0.06208107489121307,0.040640727312083985,0.17963634395800637,0.5333080794415282
INTU,Intuit Inc,Technology,Application Software,2024-07-31,0.21277249002149218,0.7872275099785079,0.35185753761129873,0.18194657660423702,0.11231793850367235,0.16292169799576747,0.06208107489121307,0.04419270509149757,0.20437570023652435,0.5737582472301755
INTU,Intuit Inc,Technology,Application Software,2023-07-31,0.21875,0.78125,0.3523106904231626,0.16592427616926503,0.10251979841612671,0.055471562275017997,0.06208107489121307,0.0517638588912887,0.2407847372210223,0.6216342692584593
INTU,Intuit Inc,Technology,Application Software,2022-07-31,0.18906176331918906,0.8109382366808109,0.3927392739273927,0.16234480590916234,0.10081488425758996,0.05332804499891829,0.06208107489121307,0.05181365832552102,0.2718684647003678,0.5928102689839186
AMAT,Applied Materials,Technology,Semiconductor Equipment,2025-10-31,0.5132543711223915,0.4867456288776086,0.06232374506486182,0.24668640721940213,0.1994820793961266,0.14691864789663628,0.16295214744207828,0.14102316868233283,0.19422022645251935,0.562412187663572
AMAT,Applied Materials,Technology,Semiconductor Equipment,2024-10-31,0.5254268472181336,0.47457315278186635,0.06612452163673829,0.26409331763320576,0.23313667935714494,0.15559882588857565,0.1575459908744805,0.10793687697985992,0.19198465517742452,0.5522101775698218
AMAT,Applied Materials,Technology,Semiconductor Equipment,2023-10-31,0.5329788437606064,0.4670211562393936,0.06139457706377041,0.2585511181506204,0.1995509128185102,0.18148979791076833,0.1863060952194995,0.10416870057600312,0.1952227537505288,0.5320381398678773
AMAT,Applied Materials,Technology,Semiconductor Equipment,2022-10-31,0.5348846228427381,0.465115377157262,0.0557688578630987,0.2530541012216405,0.0746464117338921,0.24429394597021628,0.22195614757165308,0.10087555189702911,0.21810222255481554,0.4562598218962808
LRCX,Lam Research,Technology,Semiconductor Equipment,2025-06-30,0.5129497611440826,0.48705023885591736,0.05325047621201837,0.29064525243589967,0.2993947602418523,0.1582586016755008,0.20182424575760613,0.11378376276512912,0.21009371635669932,0.46200510089827906
LRCX,Lam Research,Technology,Semiconductor Equipment,2024-06-30,0.5268293622184625,0.4731706377815375,0.05825055453109366,0.2568046208263241,0.3119733719262291,0.13439778907434666,0.22501921606971304,0.11493994471405507,0.2658525639849242,0.4555656395760984
LRCX,Lam Research,Technology,Semiconductor Equipment,2023-06-30,0.5537815726823787,0.4462184273176213,0.047781061795508006,0.25882473298357705,0.2841634248931257,0.15032635856192134,0.2564307073667623,0.09885567519305952,0.26683187408045184,0.4371381140616931
LRCX,Lam Research,Technology,Semiconductor Equipment,2022-06-30,0.5430551355923673,0.45694486440763266,0.051415510233650714,0.2673289356342666,0.20481951463022702,0.2508670806632754,0.2306570645382502,0.09581427422964157,0.2911105564482887,0.36511400104398606
MU,Micron Technology,Technology,Semiconductors,2025-08-31,0.6020921397613569,0.39790786023864305,0.0322382149927765,0.22844989030980792,0.11645208821469118,0.11189883813618687,0.10090823449841783,0.5715838546824803,0.18452136525036836,0.6541824681755598
